filename,classification
low-resolution-photographs_img1.jpg,DAMAGED_TESTING
low-resolution-photographs_img10.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img100.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img101.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img102.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img103.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img104.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img105.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img106.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img107.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img108.jpg,DAMAGED_TESTING
low-resolution-photographs_img109.jpg,DAMAGED_TESTING
low-resolution-photographs_img11.jpg,DAMAGED_TESTING
low-resolution-photographs_img110.jpg,DAMAGED_TESTING
low-resolution-photographs_img111.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img112.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img113.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img114.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img115.jpg,DAMAGED_TESTING
low-resolution-photographs_img116.jpg,DAMAGED_TESTING
low-resolution-photographs_img117.jpg,DAMAGED_TESTING
low-resolution-photographs_img118.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img119.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img12.jpg,DAMAGED_TESTING
low-resolution-photographs_img120.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img121.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img122.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img123.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img124.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img125.jpg,DAMAGED_TESTING
low-resolution-photographs_img126.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img127.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img128.jpg,DAMAGED_TESTING
low-resolution-photographs_img129.jpg,DAMAGED_TESTING
low-resolution-photographs_img13.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img130.jpg,DAMAGED_TESTING
low-resolution-photographs_img131.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img132.jpg,DAMAGED_TESTING
low-resolution-photographs_img133.jpg,DAMAGED_TESTING
low-resolution-photographs_img134.jpg,DAMAGED_TESTING
low-resolution-photographs_img135.jpg,DAMAGED_TESTING
low-resolution-photographs_img136.jpg,DAMAGED_TESTING
low-resolution-photographs_img137.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img138.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img139.jpg,DAMAGED_TESTING
low-resolution-photographs_img14.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img140.jpg,DAMAGED_TESTING
low-resolution-photographs_img141.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img142.jpg,DAMAGED_TESTING
low-resolution-photographs_img143.jpg,DAMAGED_TESTING
low-resolution-photographs_img144.jpg,DAMAGED_TESTING
low-resolution-photographs_img145.jpg,DAMAGED_TESTING
low-resolution-photographs_img146.jpg,DAMAGED_TESTING
low-resolution-photographs_img147.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img148.jpg,DAMAGED_TESTING
low-resolution-photographs_img149.jpg,DAMAGED_TESTING
low-resolution-photographs_img15.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img150.jpg,DAMAGED_TESTING
low-resolution-photographs_img151.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img152.jpg,DAMAGED_TESTING
low-resolution-photographs_img153.jpg,DAMAGED_TESTING
low-resolution-photographs_img154.jpg,DAMAGED_TESTING
low-resolution-photographs_img155.jpg,DAMAGED_TESTING
low-resolution-photographs_img156.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img157.jpg,DAMAGED_TESTING
low-resolution-photographs_img158.jpg,DAMAGED_TESTING
low-resolution-photographs_img159.jpg,DAMAGED_TESTING
low-resolution-photographs_img16.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img160.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img161.jpg,DAMAGED_TESTING
low-resolution-photographs_img162.jpg,DAMAGED_TESTING
low-resolution-photographs_img163.jpg,DAMAGED_TESTING
low-resolution-photographs_img164.jpg,DAMAGED_TESTING
low-resolution-photographs_img165.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img166.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img167.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img168.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img169.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img17.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img170.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img171.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img172.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img173.jpg,DAMAGED_TESTING
low-resolution-photographs_img174.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img175.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img176.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img177.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img178.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img179.jpg,DAMAGED_TESTING
low-resolution-photographs_img18.jpg,DAMAGED_TESTING
low-resolution-photographs_img180.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img181.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img182.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img183.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img184.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img185.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img186.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img187.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img188.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img189.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img19.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img190.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img191.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img192.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img193.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img194.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img195.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img196.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img197.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img198.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img199.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img2.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img20.jpg,DAMAGED_TESTING
low-resolution-photographs_img200.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img21.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img22.jpg,DAMAGED_TESTING
low-resolution-photographs_img23.jpg,DAMAGED_TESTING
low-resolution-photographs_img24.jpg,DAMAGED_TESTING
low-resolution-photographs_img25.jpg,DAMAGED_TESTING
low-resolution-photographs_img26.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img27.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img28.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img29.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img3.jpg,DAMAGED_TESTING
low-resolution-photographs_img30.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img31.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img32.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img33.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img34.jpg,DAMAGED_TESTING
low-resolution-photographs_img35.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img36.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img37.jpg,DAMAGED_TESTING
low-resolution-photographs_img38.jpg,DAMAGED_TESTING
low-resolution-photographs_img39.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img4.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img40.jpg,DAMAGED_TESTING
low-resolution-photographs_img41.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img42.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img43.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img44.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img45.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img46.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img47.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img48.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img49.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img5.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img50.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img51.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img52.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img53.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img54.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img55.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img56.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img57.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img58.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img59.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img6.jpg,DAMAGED_TESTING
low-resolution-photographs_img60.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img61.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img62.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img63.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img64.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img65.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img66.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img67.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img68.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img69.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img7.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img70.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img71.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img72.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img73.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img74.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img75.jpg,CLEAN_CANDIDATE
low-resolution-photographs_img76.jpg,CLEAN_CANDIDATE
